collected.by,site,species,indiv.no,leaf.no,area
my,mp,rubspe,10,5,157.419
my,mp,rubspe,1,1,88.946
my,mp,rubspe,1,2,53.247
my,mp,rubspe,1,3,95.047
my,mp,rubspe,1,4,43.875
my,mp,rubspe,1,5,119.406
my,mp,rubspe,9,1,52.964
my,mp,rubspe,9,2,117.998
my,mp,rubspe,9,3,45.999
my,mp,rubspe,9,4,31.559
my,mp,rubspe,9,5,41.074
my,mp,rubspe,11,1,103.666
my,mp,rubspe,11,2,144.043
my,mp,rubspe,11,3,126.987
my,mp,rubspe,11,4,127.131
my,mp,rubspe,11,5,134.011
my,mp,rubspe,12,1,46.174
my,mp,rubspe,12,2,49.368
my,mp,rubspe,12,3,55.638
my,mp,rubspe,12,4,50.94
my,mp,rubspe,12,5,42.26
my,mp,rubspe,13,1,91.748
my,mp,rubspe,13,2,110.411
my,mp,rubspe,13,3,105.913
my,mp,rubspe,13,4,77.327
my,mp,rubspe,13,5,51.497
my,mp,rubspe,14,1,97.42
my,mp,rubspe,14,2,111.28
my,mp,rubspe,14,3,84.96
my,mp,rubspe,14,4,57.089
my,mp,rubspe,14,5,133.191
my,mp,samrac,3,1,234.239
my,mp,samrac,3,2,172.812
my,mp,samrac,3,3,169.879
my,mp,samrac,3,4,161.704
my,mp,samrac,3,5,209.216
my,mp,samrac,4,1,207.369
my,mp,samrac,4,2,191.964
my,mp,samrac,4,3,300.118
my,mp,samrac,4,4,209.216
my,mp,samrac,4,5,172.178
my,mp,samrac,5,1,
my,mp,samrac,5,2,
my,mp,samrac,5,3,
my,mp,samrac,5,4,
my,mp,samrac,5,5,
my,mp,samrac,8,1,309.672
my,mp,samrac,8,2,231.706
my,mp,samrac,8,3,247.528
my,mp,samrac,8,4,145.199
my,mp,samrac,8,5,207.203
my,mp,samrac,9,1,117.837
my,mp,samrac,9,2,120.323
my,mp,samrac,9,3,244.453
my,mp,samrac,9,4,209.7
my,mp,samrac,9,5,194.107
my,mp,samrac,10,1,227.66
my,mp,samrac,10,2,164.209
my,mp,samrac,10,3,232.76
my,mp,samrac,10,4,317.259
my,mp,samrac,10,5,316.457
my,mp,samrac,11,1,251.75
my,mp,samrac,11,2,448.805
my,mp,samrac,11,3,470.652
my,mp,samrac,11,4,409.451
my,mp,samrac,11,5,277.202
my,mp,shecan,11,1,19.779
my,mp,shecan,11,2,18.021
my,mp,shecan,11,3,25.982
my,mp,shecan,11,4,12.426
my,mp,shecan,11,5,8.848
my,mp,sorsco,8,1,62.77
my,mp,sorsco,8,2,133.05
my,mp,sorsco,8,3,52.063
my,mp,sorsco,8,4,132.626
my,mp,sorsco,8,5,147.127
my,mp,sorsco,10,1,78.916
my,mp,sorsco,10,2,115.589
my,mp,sorsco,10,3,114.495
my,mp,sorsco,10,4,78.093
my,mp,sorsco,10,5,81.019
my,mp,sorsco,12,1,70.848
my,mp,sorsco,12,2,91.656
my,mp,sorsco,12,3,119.169
my,mp,sorsco,12,4,64.258
my,mp,sorsco,12,5,108.841
my,mp,sorsco,13,1,127.887
my,mp,sorsco,13,2,127.526
my,mp,sorsco,13,3,116.906
my,mp,sorsco,13,4,119.654
my,mp,sorsco,13,5,99.204
my,mp,sorsco,14,1,90.359
my,mp,sorsco,14,2,92.319
my,mp,sorsco,14,3,112.862
my,mp,sorsco,14,4,76.399
my,mp,sorsco,14,5,93.3
my,mp,symalb,11,1,4.06
my,mp,symalb,11,2,4.404
my,mp,symalb,11,3,4.271
my,mp,symalb,11,4,4.592
my,mp,symalb,11,5,4.106
my,mp,spipyr,9,1,6.928
my,mp,spipyr,9,2,6.906
my,mp,spipyr,9,3,4.885
my,mp,spipyr,9,4,5.612
my,mp,spipyr,9,5,6.025
my,mp,spipyr,10,1,4.232
my,mp,spipyr,10,2,6.932
my,mp,spipyr,10,3,4.003
my,mp,spipyr,10,4,6.495
my,mp,spipyr,10,5,6.369
my,mp,symalb,4,1,12.813
my,mp,symalb,4,2,9.984
my,mp,symalb,4,3,9.332
my,mp,symalb,4,4,8.84
my,mp,symalb,4,5,8.477
my,mp,vacmem,1,1,2.621
my,mp,vacmem,1,2,2.657
my,mp,vacmem,1,3,4.812
my,mp,vacmem,1,4,2.253
my,mp,vacmem,1,5,2.824
my,mp,vacmem,8,1,8.782
my,mp,vacmem,8,2,5.239
my,mp,vacmem,8,3,8.037
my,mp,vacmem,8,4,5.978
my,mp,vacmem,8,5,5.639
my,mp,vibedu,5,1,108.389
my,mp,vibedu,5,2,56.216
my,mp,vibedu,5,3,55.482
my,mp,vibedu,5,4,47.336
my,mp,vibedu,5,5,53.397
my,mp,vibedu,9,1,
my,mp,vibedu,9,2,
my,mp,vibedu,9,3,
my,mp,vibedu,9,4,
my,mp,vibedu,9,5,
my,mp,vibedu,13,1,44.938
my,mp,vibedu,13,2,53.826
my,mp,vibedu,13,3,41.698
my,mp,vibedu,13,4,35.657
my,mp,vibedu,13,5,66.028
my,mp,vibedu,14,1,78.167
my,mp,vibedu,14,2,66.555
my,mp,vibedu,14,3,50.506
my,mp,vibedu,14,4,48.636
my,mp,vibedu,14,5,33.853
my,mp,vibedu,8,1,63.765
my,mp,vibedu,8,2,41.226
my,mp,vibedu,8,3,103.512
my,mp,vibedu,8,4,75.66
my,mp,vibedu,8,5,94.064
my,af,alnvir,1,1,34.747
my,af,alnvir,1,2,20.753
my,af,alnvir,1,3,28.675
my,af,alnvir,1,4,22.844
my,af,alnvir,1,5,24.125
my,af,alnvir,2,1,15.384
my,af,alnvir,2,2,15.134
my,af,alnvir,2,3,15.28
my,af,alnvir,2,4,12.487
my,af,alnvir,2,5,15.564
my,af,alnvir,4,1,40.577
my,af,alnvir,4,2,37.867
my,af,alnvir,4,3,80.717
my,af,alnvir,4,4,42.244
my,af,alnvir,4,5,24.858
my,af,alnvir,5,1,21.957
my,af,alnvir,5,2,16.36
my,af,alnvir,5,3,18.176
my,af,alnvir,5,4,22.255
my,af,alnvir,5,5,14.242
my,af,amealn,10,1,20.73
my,af,amealn,10,2,21.086
my,af,amealn,10,3,17.133
my,af,amealn,10,4,16.225
my,af,amealn,10,5,22.612
my,af,corsto,7,1,26.423
my,af,corsto,7,2,29.399
my,af,corsto,7,3,37.85
my,af,corsto,7,4,45.452
my,af,corsto,7,5,38.366
my,af,corsto,8,1,32.025
my,af,corsto,8,2,26.405
my,af,corsto,8,3,38.006
my,af,corsto,8,4,26.267
my,af,corsto,8,5,34.46
my,af,corsto,9,1,63.856
my,af,corsto,9,2,53.013
my,af,corsto,9,3,61.341
my,af,corsto,9,4,47.364
my,af,corsto,9,5,30.35
my,af,loninv,4,1,29.868
my,af,loninv,4,2,28.742
my,af,loninv,4,3,16.214
my,af,loninv,4,4,25.342
my,af,loninv,4,5,23.272
my,af,loninv,5,1,18.05
my,af,loninv,5,2,17.962
my,af,loninv,5,3,14.914
my,af,loninv,5,4,16.483
my,af,loninv,5,5,11.294
my,af,popbal,5,1,33.952
my,af,popbal,5,2,33.574
my,af,popbal,5,3,21.639
my,af,popbal,5,4,15.924
my,af,popbal,5,5,40.739
my,af,popbal,6,1,33.181
my,af,popbal,6,2,25.726
my,af,popbal,6,3,18.988
my,af,popbal,6,4,33.623
my,af,popbal,6,5,26.507
my,af,popbal,8,1,25.537
my,af,popbal,8,2,24.225
my,af,popbal,8,3,23.681
my,af,popbal,8,4,34.223
my,af,popbal,8,5,29.672
my,af,poptre,3,1,23.038
my,af,poptre,3,2,23.157
my,af,poptre,3,3,20.117
my,af,poptre,3,4,21.015
my,af,poptre,3,5,16.165
my,af,poptre,4,1,9.313
my,af,poptre,4,2,15.111
my,af,poptre,4,3,12.945
my,af,poptre,4,4,12.254
my,af,poptre,4,5,14.443
my,af,poptre,5,1,12.188
my,af,poptre,5,2,14.256
my,af,poptre,5,3,15.723
my,af,poptre,5,4,13.462
my,af,poptre,5,5,19.15
my,af,poptre,6,1,15.203
my,af,poptre,6,2,14.609
my,af,poptre,6,3,10.231
my,af,poptre,6,4,15.649
my,af,poptre,6,5,6.716
my,af,poptre,15,1,14.377
my,af,poptre,15,2,16.107
my,af,poptre,15,3,17.344
my,af,poptre,15,4,18.061
my,af,poptre,15,5,16.207
my,af,riblac,6,1,16.495
my,af,riblac,6,2,10.48
my,af,riblac,6,3,12.187
my,af,riblac,6,4,9.074
my,af,riblac,6,5,9.068
my,af,rosgym,1,1,28.581
my,af,rosgym,1,2,28.461
my,af,rosgym,1,3,55.512
my,af,rosgym,1,4,52.83
my,af,rosgym,1,5,30.17
my,af,rosgym,2,1,30.608
my,af,rosgym,2,2,41.795
my,af,rosgym,2,3,45.473
my,af,rosgym,2,4,48.703
my,af,rosgym,2,5,45.521
my,af,rosgym,7,1,33.889
my,af,rosgym,7,2,21.542
my,af,rosgym,7,3,27.486
my,af,rosgym,7,4,36.708
my,af,rosgym,7,5,31.857
my,af,rubida,4,1,34.435
my,af,rubida,4,2,39.156
my,af,rubida,4,3,34.854
my,af,rubida,4,4,45.191
my,af,rubida,4,5,35.533
my,af,rubpar,5,1,281.415
my,af,rubpar,5,2,158.104
my,af,rubpar,5,3,79.731
my,af,rubpar,5,4,109.849
my,af,rubpar,5,5,124.807
my,af,rubpar,6,1,284.151
my,af,rubpar,6,2,167.758
my,af,rubpar,6,3,311.564
my,af,rubpar,6,4,197.023
my,af,rubpar,6,5,167.969
my,af,sorsco,8,1,116.24
my,af,sorsco,8,2,89.571
my,af,sorsco,8,3,119.861
my,af,sorsco,8,4,104.149
my,af,sorsco,8,5,177.808
my,af,sorsco,9,1,174.164
my,af,sorsco,9,2,203.62
my,af,sorsco,9,3,171.951
my,af,sorsco,9,4,165.305
my,af,sorsco,9,5,166.394
my,af,sorsco,10,1,149.15
my,af,sorsco,10,2,133.431
my,af,sorsco,10,3,138.725
my,af,sorsco,10,4,182.317
my,af,sorsco,10,5,190.036
my,af,spidou,12,1,6.068
my,af,spidou,12,2,2.895
my,af,spidou,12,3,2.84
my,af,spidou,12,4,4.797
my,af,spidou,12,5,3.28
my,af,symalb,5,1,9.194
my,af,symalb,5,2,10.606
my,af,symalb,5,3,6.573
my,af,symalb,5,4,8.693
my,af,symalb,5,5,9.844
my,af,vacmem,4,1,5.131
my,af,vacmem,4,2,5.978
my,af,vacmem,4,3,4.225
my,af,vacmem,4,4,6.014
my,af,vacmem,4,5,3.917
my,af,vacmem,5,1,4.721
my,af,vacmem,5,2,8.094
my,af,vacmem,5,3,4.091
my,af,vacmem,5,4,7.055
my,af,vacmem,5,5,5.94
my,af,vibedu,7,1,39.603
my,af,vibedu,7,2,37.4
my,af,vibedu,7,3,46.209
my,af,vibedu,7,4,42.413
my,af,vibedu,7,5,37.948
my,af,vibedu,11,1,41.861
my,af,vibedu,11,2,43.935
my,af,vibedu,11,3,58.714
my,af,vibedu,11,4,51.53
my,af,vibedu,11,5,56.64
my,af,corsto,11,1,51.413
my,af,corsto,11,2,46.28
my,af,corsto,11,3,75.861
my,af,corsto,11,4,54.61
my,af,corsto,11,5,61.665
my,af,riblac,10,1,12.111
my,af,riblac,10,2,13.662
my,af,riblac,10,3,9.713
my,af,riblac,10,4,10.244
my,af,riblac,10,5,14.118
my,af,riblac,11,1,12.468
my,af,riblac,11,2,32.9
my,af,riblac,11,3,19.76
my,af,riblac,11,4,23.626
my,af,riblac,11,5,31.24
my,af,rubpar,10,1,293.297
my,af,rubpar,10,2,253.376
my,af,rubpar,10,3,157.108
my,af,rubpar,10,4,388.452
my,af,rubpar,10,5,341.606
my,af,rubpar,15,1,380.357
my,af,rubpar,15,2,368.482
my,af,rubpar,15,3,291.582
my,af,rubpar,15,4,295.328
my,af,rubpar,15,5,329.793
my,af,rubpar,16,1,420.253
my,af,rubpar,16,2,298.383
my,af,rubpar,16,3,315.672
my,af,rubpar,16,4,365.079
my,af,rubpar,16,5,310.738
my,af,samrac,6,1,492.675
my,af,samrac,6,2,371.02
my,af,samrac,6,3,366.046
my,af,samrac,6,4,389.401
my,af,samrac,6,5,318.803
my,af,samrac,7,1,325.761
my,af,samrac,7,2,403.933
my,af,samrac,7,3,268.272
my,af,samrac,7,4,130.479
my,af,samrac,7,5,90.219
my,af,vibedu,,1,74.375
my,af,vibedu,,2,73.867
my,af,vibedu,,3,71.812
my,af,vibedu,,4,65.811
my,af,vibedu,,5,71.526
my,mp,vacmem,3,1,8.26
my,mp,vacmem,3,2,11.462
my,mp,vacmem,3,3,12.249
my,mp,vacmem,3,4,9.538
my,mp,vacmem,3,5,9.11
my,af,shecan,1,1,1.914
my,af,shecan,1,2,1.152
my,af,shecan,1,3,0.973
my,af,shecan,1,4,1.795
my,af,shecan,1,5,1.397
my,af,vacmem,10,1,5.783
my,af,vacmem,10,2,5.337
my,af,vacmem,10,3,4.564
my,af,vacmem,10,4,4.271
my,af,vacmem,10,5,4.986
my,af,vacmem,9,1,4.879
my,af,vacmem,9,2,5.587
my,af,vacmem,9,3,6.069
my,af,vacmem,9,4,6.563
my,af,vacmem,9,5,5.06
my,af,vacmem,8,1,6
my,af,vacmem,8,2,6.567
my,af,vacmem,8,3,4.076
my,af,vacmem,8,4,5.028
my,af,vacmem,8,5,6.145
my,af,vacmem,7,1,7.264
my,af,vacmem,7,2,10.214
my,af,vacmem,7,3,3.471
my,af,vacmem,7,4,3.058
my,af,vacmem,7,5,4.051
my,af,vacmem,6,1,5.614
my,af,vacmem,6,2,6.208
my,af,vacmem,6,3,5.102
my,af,vacmem,6,4,3.353
my,af,vacmem,6,5,2.861
my,af,symalb,12,1,2.746
my,af,symalb,12,2,2.78
my,af,symalb,12,3,2.89
my,af,symalb,12,4,3.489
my,af,symalb,12,5,2.112
my,af,samrac,12,1,386.896
my,af,samrac,12,2,411.235
my,af,samrac,12,3,445.89
my,af,samrac,12,4,341.525
my,af,samrac,12,5,415.891
my,af,samrac,5,1,310.15
my,af,samrac,5,2,264.295
my,af,samrac,5,3,233.391
my,af,samrac,5,4,251.896
my,af,samrac,5,5,187.924
my,af,rubida,17,1,23.482
my,af,rubida,17,2,50.309
my,af,rubida,17,3,31.652
my,af,rubida,17,4,39.028
my,af,rubida,17,5,30.51
my,af,rubida,16,1,41.2
my,af,rubida,16,2,30.351
my,af,rubida,16,3,27.703
my,af,rubida,16,4,22.933
my,af,rubida,16,5,33.96
my,af,rubida,15,1,63.702
my,af,rubida,15,2,71.488
my,af,rubida,15,3,83.212
my,af,rubida,15,4,83.916
my,af,rubida,15,5,61.143
my,af,rosgym,11,1,42.047
my,af,rosgym,11,2,38.447
my,af,rosgym,11,3,52.806
my,af,rosgym,11,4,53.544
my,af,rosgym,11,5,56.307
my,af,riblac,12,1,12.146
my,af,riblac,12,2,11.835
my,af,riblac,12,3,11.693
my,af,riblac,12,4,15.137
my,af,riblac,12,5,18.199
my,af,riblac,8,1,11.682
my,af,riblac,8,2,11.364
my,af,riblac,8,3,8.077
my,af,riblac,8,4,8.414
my,af,riblac,8,5,11.442
my,af,alnvir,14,1,31.536
my,af,alnvir,14,2,21.093
my,af,alnvir,14,3,39.851
my,af,alnvir,14,4,42.588
my,af,alnvir,14,5,24.81
my,af,alnvir,13,1,19.515
my,af,alnvir,13,2,24.08
my,af,alnvir,13,3,25.086
my,af,alnvir,13,4,21.289
my,af,alnvir,13,5,20.64
my,kl,acegla,4,1,67.789
my,kl,acegla,4,2,40.704
my,kl,acegla,4,3,54.531
my,kl,acegla,4,4,61.705
my,kl,acegla,4,5,42.294
my,kl,acegla,5,1,109.164
my,kl,acegla,5,2,47.15
my,kl,acegla,5,3,55.946
my,kl,acegla,5,4,99.294
my,kl,acegla,5,5,60.704
my,kl,acegla,6,1,71.959
my,kl,acegla,6,2,68.965
my,kl,acegla,6,3,38.061
my,kl,acegla,6,4,68.213
my,kl,acegla,6,5,76.784
my,kl,acegla,7,1,51.758
my,kl,acegla,7,2,29
my,kl,acegla,7,3,65.057
my,kl,acegla,7,4,78.059
my,kl,acegla,7,5,38.372
my,kl,alnvir,5,1,48.437
my,kl,alnvir,5,2,26.697
my,kl,alnvir,5,3,24.484
my,kl,alnvir,5,4,39.543
my,kl,alnvir,5,5,25.464
my,kl,alnvir,6,1,48.051
my,kl,alnvir,6,2,39.758
my,kl,alnvir,6,3,44.907
my,kl,alnvir,6,4,50.604
my,kl,alnvir,6,5,47.682
my,kl,amealn,4,1,8.498
my,kl,amealn,4,2,11.402
my,kl,amealn,4,3,5.992
my,kl,amealn,4,4,10.741
my,kl,amealn,4,5,8.618
my,kl,betpap,6,1,50.192
my,kl,betpap,6,2,49.604
my,kl,betpap,6,3,32.94
my,kl,betpap,6,4,24.245
my,kl,betpap,6,5,39.82
my,kl,betpap,7,1,22.306
my,kl,betpap,7,2,22.193
my,kl,betpap,7,3,22.701
my,kl,betpap,7,4,35.061
my,kl,betpap,7,5,27.269
my,kl,betpap,8,1,19.128
my,kl,betpap,8,2,23.889
my,kl,betpap,8,3,18.048
my,kl,betpap,8,4,18.138
my,kl,betpap,8,5,23.651
my,kl,corsto,5,1,49.908
my,kl,corsto,5,2,45.819
my,kl,corsto,5,3,46.123
my,kl,corsto,5,4,71.648
my,kl,corsto,5,5,50.407
my,kl,corsto,7,1,78.207
my,kl,corsto,7,2,70.711
my,kl,corsto,7,3,99.51
my,kl,corsto,7,4,58.918
my,kl,corsto,7,5,38.909
my,kl,corsto,6,1,30.34
my,kl,corsto,6,2,24.792
my,kl,corsto,6,3,22.785
my,kl,corsto,6,4,31.133
my,kl,corsto,6,5,53.648
my,kl,loninv,5,1,53.254
my,kl,loninv,5,2,59.21
my,kl,loninv,5,3,52.963
my,kl,loninv,5,4,44.648
my,kl,loninv,5,5,49.503
my,kl,popbal,4,1,78.135
my,kl,popbal,4,2,76.261
my,kl,popbal,4,3,46.499
my,kl,popbal,4,4,72.785
my,kl,popbal,4,5,67.881
my,kl,popbal,5,1,51.502
my,kl,popbal,5,2,48.137
my,kl,popbal,5,3,28.194
my,kl,popbal,5,4,51.819
my,kl,popbal,5,5,33.367
my,kl,popbal,6,1,36.928
my,kl,popbal,6,2,31.847
my,kl,popbal,6,3,24.214
my,kl,popbal,6,4,23.703
my,kl,popbal,6,5,62.484
my,kl,popbal,7,1,47.773
my,kl,popbal,7,2,32.954
my,kl,popbal,7,3,63.084
my,kl,popbal,7,4,40.558
my,kl,popbal,7,5,34.683
my,kl,popbal,8,1,36.079
my,kl,popbal,8,2,27.097
my,kl,popbal,8,3,33.484
my,kl,popbal,8,4,37.648
my,kl,popbal,8,5,51.986
my,kl,poptre,3,1,12.625
my,kl,poptre,3,2,10.373
my,kl,poptre,3,3,12.238
my,kl,poptre,3,4,10.629
my,kl,poptre,3,5,13.159
my,kl,poptre,4,1,25.756
my,kl,poptre,4,2,12.444
my,kl,poptre,4,3,22.275
my,kl,poptre,4,4,11.593
my,kl,poptre,4,5,16.514
my,kl,riblac,9,1,7.856
my,kl,riblac,9,2,12.602
my,kl,riblac,9,3,8.301
my,kl,riblac,9,4,7.29
my,kl,riblac,9,5,6.592
my,kl,rosgym,6,1,51.68
my,kl,rosgym,6,2,61.833
my,kl,rosgym,6,3,57.087
my,kl,rosgym,6,4,38.151
my,kl,rosgym,6,5,67.643
my,kl,rosgym,7,1,62.315
my,kl,rosgym,7,2,42.103
my,kl,rosgym,7,3,45.518
my,kl,rosgym,7,4,98.437
my,kl,rosgym,7,5,60.699
my,kl,rubpar,6,1,107.789
my,kl,rubpar,6,2,123.559
my,kl,rubpar,6,3,199.117
my,kl,rubpar,6,4,118.867
my,kl,rubpar,6,5,216.742
my,kl,rubpar,7,1,209.419
my,kl,rubpar,7,2,186.685
my,kl,rubpar,7,3,247.988
my,kl,rubpar,7,4,144.768
my,kl,rubpar,7,5,199.194
my,kl,rubpar,8,1,388.425
my,kl,rubpar,8,2,352.055
my,kl,rubpar,8,3,215.01
my,kl,rubpar,8,4,227.456
my,kl,rubpar,8,5,364.524
my,kl,samrac,1,1,511.8
my,kl,samrac,1,2,230.527
my,kl,samrac,1,3,212.507
my,kl,samrac,1,4,377.595
my,kl,samrac,1,5,378.07
my,kl,samrac,2,1,163.804
my,kl,samrac,2,2,182.38
my,kl,samrac,2,3,228.555
my,kl,samrac,2,4,219.934
my,kl,samrac,2,5,190.39
my,kl,samrac,3,1,142.719
my,kl,samrac,3,2,107.574
my,kl,samrac,3,3,213.893
my,kl,samrac,3,4,198.638
my,kl,samrac,3,5,321.799
my,kl,samrac,4,1,224.381
my,kl,samrac,4,2,179.888
my,kl,samrac,4,3,267.438
my,kl,samrac,4,4,157.342
my,kl,samrac,4,5,212.235
my,kl,shecan,6,1,13.19
my,kl,shecan,6,2,9.99
my,kl,shecan,6,3,12.248
my,kl,shecan,6,4,12.629
my,kl,shecan,6,5,17.16
my,kl,shecan,7,1,14.071
my,kl,shecan,7,2,18.474
my,kl,shecan,7,3,12.034
my,kl,shecan,7,4,10.665
my,kl,shecan,7,5,14.413
my,kl,shecan,8,1,7.999
my,kl,shecan,8,2,19.047
my,kl,shecan,8,3,14.778
my,kl,shecan,8,4,14.583
my,kl,shecan,8,5,14.583
my,kl,spibet,3,1,14.447
my,kl,spibet,3,2,7.909
my,kl,spibet,3,3,17.571
my,kl,spibet,3,4,20.305
my,kl,spibet,3,5,20.324
my,kl,spibet,4,1,12.122
my,kl,spibet,4,2,9.678
my,kl,spibet,4,3,13.724
my,kl,spibet,4,4,12.299
my,kl,spibet,4,5,9.243
my,kl,symalb,8,1,13.151
my,kl,symalb,8,2,12.913
my,kl,symalb,8,3,5.671
my,kl,symalb,8,4,4.751
my,kl,symalb,8,5,7.954
my,kl,symalb,8,1,7.891
my,kl,symalb,8,2,13.12
my,kl,symalb,8,3,16.249
my,kl,symalb,8,4,8.711
my,kl,symalb,8,5,9.352
my,kl,symalb,9,1,7.524
my,kl,symalb,9,2,6.054
my,kl,symalb,9,3,5.946
my,kl,symalb,9,4,7.137
my,kl,symalb,9,5,4.078
ks,sm,acegla,9,1,44.509
ks,sm,acegla,9,2,40.159
ks,sm,acegla,9,3,27.55
ks,sm,acegla,9,4,31.933
ks,sm,acegla,9,5,30.167
ks,sm,acegla,10,1,42.881
ks,sm,acegla,10,2,29.24
ks,sm,acegla,10,3,36.192
ks,sm,acegla,10,4,24.344
ks,sm,acegla,10,5,37.488
ks,sm,alnvir,8,1,47.844
ks,sm,alnvir,8,2,38.6
ks,sm,alnvir,8,3,25.011
ks,sm,alnvir,8,4,31.367
ks,sm,alnvir,8,5,38.838
ks,sm,amealn,2,1,17.942
ks,sm,amealn,2,2,27.641
ks,sm,amealn,2,3,14.846
ks,sm,amealn,2,4,34.044
ks,sm,amealn,2,5,22.788
ks,sm,amealn,8,1,13.395
ks,sm,amealn,8,2,13.248
ks,sm,amealn,8,3,8.322
ks,sm,amealn,8,4,20.708
ks,sm,amealn,8,5,13.083
ks,sm,amealn,9,1,11.916
ks,sm,amealn,9,2,16.256
ks,sm,amealn,9,3,12.121
ks,sm,amealn,9,4,13.001
ks,sm,amealn,9,5,11.934
ks,sm,amealn,10,1,7.186
ks,sm,amealn,10,2,6.012
ks,sm,amealn,10,3,13.417
ks,sm,amealn,10,4,7.97
ks,sm,amealn,10,5,7.856
ks,sm,betpap,8,1,37.858
ks,sm,betpap,8,2,47.527
ks,sm,betpap,8,3,33.724
ks,sm,betpap,8,4,40.763
ks,sm,betpap,8,5,22.614
ks,sm,betpap,9,1,57.535
ks,sm,betpap,9,2,28.806
ks,sm,betpap,9,3,50.475
ks,sm,betpap,9,4,47.646
ks,sm,betpap,9,5,48.85
ks,sm,betpap,10,1,58.475
ks,sm,betpap,10,2,42.51
ks,sm,betpap,10,3,58.04
ks,sm,betpap,10,4,69.636
ks,sm,betpap,10,5,44.004
ks,sm,betpap,13,1,25.289
ks,sm,betpap,13,2,29.532
ks,sm,betpap,13,3,22.191
ks,sm,betpap,13,4,25.842
ks,sm,betpap,13,5,17.617
ks,sm,corsto,11,1,37.368
ks,sm,corsto,11,2,25.327
ks,sm,corsto,11,3,30.94
ks,sm,corsto,11,4,36.467
ks,sm,corsto,11,5,53.958
ks,sm,loninv,6,1,31.972
ks,sm,loninv,6,2,23.914
ks,sm,loninv,6,3,42.875
ks,sm,loninv,6,4,23.758
ks,sm,loninv,6,5,42.197
ks,sm,rosaci,4,1,25.691
ks,sm,rosaci,4,2,31.167
ks,sm,rosaci,4,3,62.717
ks,sm,rosaci,4,4,34.707
ks,sm,rosaci,4,5,34.553
ks,sm,rosaci,7,1,37.644
ks,sm,rosaci,7,2,30.194
ks,sm,rosaci,7,3,49.466
ks,sm,rosaci,7,4,25.899
ks,sm,rosaci,7,5,37.138
ks,sm,rosaci,8,1,32.256
ks,sm,rosaci,8,2,39.093
ks,sm,rosaci,8,3,22.609
ks,sm,rosaci,8,4,27.827
ks,sm,rosaci,8,5,33.587
ks,sm,rosaci,9,1,39.111
ks,sm,rosaci,9,2,31.019
ks,sm,rosaci,9,3,33.278
ks,sm,rosaci,9,4,46.311
ks,sm,rosaci,9,5,36.936
ks,sm,rosaci,10,1,37.106
ks,sm,rosaci,10,2,29.085
ks,sm,rosaci,10,3,31.471
ks,sm,rosaci,10,4,33.724
ks,sm,rosaci,10,5,30.619
ks,sm,rubpar,4,1,131.359
ks,sm,rubpar,4,2,85.278
ks,sm,rubpar,4,3,116.015
ks,sm,rubpar,4,4,166.034
ks,sm,rubpar,4,5,180.189
ks,sm,rubpar,5,1,116.777
ks,sm,rubpar,5,2,93.24
ks,sm,rubpar,5,3,204.279
ks,sm,rubpar,5,4,116.553
ks,sm,rubpar,5,5,62.626
ks,sm,rubpar,7,1,201.641
ks,sm,rubpar,7,2,181.86
ks,sm,rubpar,7,3,152.56
ks,sm,rubpar,7,4,171.628
ks,sm,rubpar,7,5,210.626
ks,sm,spibet,1,1,12.574
ks,sm,spibet,1,2,19.781
ks,sm,spibet,1,3,26.982
ks,sm,spibet,1,4,23.654
ks,sm,spibet,1,5,22.347
ks,sm,spibet,2,1,16.885
ks,sm,spibet,2,2,19.261
ks,sm,spibet,2,3,16.079
ks,sm,spibet,2,4,13.012
ks,sm,spibet,2,5,16.36
ks,sm,spibet,3,1,27.258
ks,sm,spibet,3,2,19.99
ks,sm,spibet,3,3,19.921
ks,sm,spibet,3,4,11.129
ks,sm,spibet,3,5,19.38
ks,sm,spibet,4,1,27.415
ks,sm,spibet,4,2,16.244
ks,sm,spibet,4,3,27.198
ks,sm,spibet,4,4,14.297
ks,sm,spibet,4,5,18.46
ks,sm,spibet,5,1,18.119
ks,sm,spibet,5,2,23.784
ks,sm,spibet,5,3,18.57
ks,sm,spibet,5,4,15.974
ks,sm,spibet,5,5,17.64
ks,sm,spibet,6,1,20.333
ks,sm,spibet,6,2,30.435
ks,sm,spibet,6,3,29.886
ks,sm,spibet,6,4,46.845
ks,sm,spibet,6,5,39.359
ks,sm,spibet,7,1,28.195
ks,sm,spibet,7,2,16.388
ks,sm,spibet,7,3,24.414
ks,sm,spibet,7,4,25.122
ks,sm,spibet,7,5,21.863
ks,sm,spibet,8,1,12.599
ks,sm,spibet,8,2,12.492
ks,sm,spibet,8,3,40.121
ks,sm,spibet,8,4,22.515
ks,sm,spibet,8,5,24.226
ks,sm,spibet,9,1,19.783
ks,sm,spibet,9,2,14.66
ks,sm,spibet,9,3,21.503
ks,sm,spibet,9,4,22.442
ks,sm,spibet,9,5,20.917
ks,sm,spibet,10,1,24.431
ks,sm,spibet,10,2,18.904
ks,sm,spibet,10,3,20.163
ks,sm,spibet,10,4,23.902
ks,sm,spibet,10,5,21.022
ks,sm,symalb,4,1,9.597
ks,sm,symalb,4,2,6.463
ks,sm,symalb,4,3,5.664
ks,sm,symalb,4,4,8.618
ks,sm,symalb,4,5,6.442
ks,sm,symalb,4,6,6.891
ks,sm,symalb,4,7,5.203
