site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
sm,spidou,6,3,PA,4.254,11.3
sm,spidou,6,4,PA,4.71,12.2
sm,spidou,6,5,PA,4.078,10.7
sm,spidou,7,1,NA,4.901,11.6
sm,spidou,7,2,NA,3.95,11.6
sm,spidou,7,3,NA,4.58,13
sm,spidou,7,4,NA,4.832,17.2
sm,spidou,7,5,NA,3.472,10.2
sm,spidou,8,1,NA,4.269,15.9
sm,spidou,8,2,NA,3.405,10.9
sm,spidou,8,3,NA,5.796,17.9
sm,spidou,8,4,NA,5.992,16.8
sm,spidou,8,5,NA,4.629,14.7
sm,spidou,9,1,NA,2.981,9.3
sm,spidou,9,2,NA,2.893,9.1
sm,spidou,9,3,NA,3.583,9.1
sm,spidou,9,4,NA,4.208,12.3
sm,spidou,9,5,NA,3.913,12.9
sm,spidou,10,1,PA,2.85,9.9
sm,spidou,10,2,PA,3.113,10.3
sm,spidou,10,3,PA,3.579,10.5
sm,spidou,10,4,PA,3.184,9.4
sm,spidou,10,5,PA,3.298,10.3
sm,spipyr,1,1,af,12.469,26.3
sm,spipyr,1,2,af,12.982,34.9
sm,spipyr,1,3,af,14.931,37.9
sm,spipyr,1,4,af,11.736,30.8
sm,spipyr,1,5,af,10.731,26.1
sm,spipyr,2,1,af,9.903,25.1
sm,spipyr,2,2,af,7.356,19.2
sm,spipyr,2,3,af,11.176,31.2
sm,spipyr,2,4,af,11.58,35.2
sm,spipyr,2,5,af,7.63,21.2
sm,spipyr,3,1,PA,14.795,33.5
sm,spipyr,3,2,PA,20.102,43.6
sm,spipyr,3,3,PA,15.822,37.6
sm,spipyr,3,4,PA,19.667,38.9
sm,spipyr,3,5,PA,15.242,31.2
sm,spipyr,4,1,af,12.348,25.4
sm,spipyr,4,2,af,11.546,21.1
sm,spipyr,4,3,af,9.952,21.4
sm,spipyr,4,4,af,9.563,20.8
sm,spipyr,4,5,af,10.668,25.7
sm,spipyr,5,1,af,9.321,18.9
sm,spipyr,5,2,af,8.431,18.8
sm,spipyr,5,3,af,9.346,21
sm,spipyr,5,4,af,11.251,24.7
sm,spipyr,5,5,af,9.273,18.6
sm,spipyr,6,1,NA,9.544,16
sm,spipyr,6,2,NA,9.612,22.9
sm,spipyr,6,3,NA,7.399,NA
sm,spipyr,6,4,NA,9.661,20.1
sm,spipyr,6,5,NA,9.442,18.9
sm,spipyr,7,1,PA,8.465,16
sm,spipyr,7,2,PA,8.016,12.6
sm,spipyr,7,3,PA,12.335,23.1
sm,spipyr,7,4,PA,8.615,17.1
sm,spipyr,7,5,PA,6.462,10.6
sm,spipyr,8,1,af,16.929,34.7
sm,spipyr,8,2,af,11.197,17.6
sm,spipyr,8,3,af,13.126,25.4
sm,spipyr,8,4,af,13.126,22
sm,spipyr,8,5,af,19.015,39.5
sm,spipyr,9,1,af,20.212,48
sm,spipyr,9,2,af,21.316,49.1
sm,spipyr,9,3,af,16.868,49.6
sm,spipyr,9,4,af,19.523,42
sm,spipyr,9,5,af,23.143,53.6
sm,spipyr,10,1,af,21.532,50.7
sm,spipyr,10,2,af,19.172,41.5
sm,spipyr,10,3,af,21.942,49.5
sm,spipyr,10,4,af,20.391,49.9
sm,spipyr,10,5,af,19.058,40.4
sm,symalb,2,1,af,15.811,53.8
sm,symalb,2,2,af,9.18,34.6
sm,symalb,2,3,af,10.32,36.5
sm,symalb,2,4,af,11.275,31.3
sm,symalb,2,5,af,10.327,39
sm,symalb,4,1,ks,9.679,39.1
sm,symalb,4,2,ks,6.518,25.6
sm,symalb,4,3,ks,5.712,16.1
sm,symalb,4,4,ks,8.692,37.4
sm,symalb,4,5,NA,6.497,21.8
sm,symalb,5,1,NA,9.266,50.7
sm,symalb,5,2,NA,8.458,57.9
sm,symalb,5,3,NA,10.05,66.6
sm,symalb,5,4,NA,5.53,29.5
sm,symalb,5,5,NA,7.153,40.8
sm,symalb,6,1,PA,5.355,16.7
sm,symalb,6,2,PA,3.604,12.9
sm,symalb,6,3,PA,5.574,19.4
sm,symalb,6,4,PA,5.058,15.9
sm,symalb,6,5,PA,6.463,23.7
sm,symalb,7,1,PA,5.119,31.4
sm,symalb,7,2,PA,4.129,16.7
sm,symalb,7,3,PA,5.949,33.3
sm,symalb,7,4,PA,6.15,30
sm,symalb,7,5,PA,4.327,21.7
sm,symalb,8,1,PA,6.956,30.2
sm,symalb,8,2,PA,5.489,19.8
sm,symalb,8,3,PA,8.423,35.7
sm,symalb,8,4,PA,6.355,29.1
sm,symalb,8,5,PA,10.066,39
sm,symalb,11,1,PA,5.851,16.3
sm,symalb,11,2,PA,5.238,12.8
sm,symalb,11,3,PA,6.738,16.4
sm,symalb,11,4,PA,4.236,9.6
sm,symalb,11,5,PA,8.615,22.7
sm,symalb,12,1,PA,6.578,43
sm,symalb,12,2,PA,8.379,66.9
sm,symalb,12,3,PA,7.18,32
sm,symalb,12,4,PA,4.096,59.2
sm,symalb,12,5,PA,5.731,22.7
sm,symalb,9_02,1,dl,8.369,27.9
sm,symalb,9_02,2,dl,10.057,34.4
sm,symalb,9_02,3,dl,7.522,27.6
sm,symalb,9_02,4,dl,10.148,37.4
sm,symalb,9_02,5,dl,7.046,25.3
sm,symalb ,9,1,NA,6.724,29.6
sm,symalb ,9,2,NA,4.565,20.3
sm,symalb ,9,3,NA,4.447,21.8
sm,symalb ,9,4,NA,4.397,19.1
sm,symalb ,9,5,NA,3.057,14.3
sm,vacmem,1,1,af,5.802,11
sm,vacmem,1,2,af,6.904,10.7
sm,vacmem,1,3,af,8.854,14.8
sm,vacmem,1,4,af,8.158,16.3
sm,vacmem,1,5,af,5.175,9.1
sm,vacmem,2,1,PA,9.259,13.2
sm,vacmem,2,2,PA,8.076,11.7
sm,vacmem,2,3,PA,5.708,7.3
sm,vacmem,2,4,PA,6.013,8.8
sm,vacmem,2,5,PA,8.12,10.8
sm,vacmem,3,1,dl,29.313,11.4
sm,vacmem,3,2,dl,39.634,12.6
sm,vacmem,3,3,dl,35.596,9.6
sm,vacmem,3,4,dl,27.125,5
sm,vacmem,3,5,dl,37.996,8.4
sm,vacmem,4,1,af,6.087,18.2
sm,vacmem,4,2,af,5.998,16.5
sm,vacmem,4,3,af,5.552,16.5
sm,vacmem,4,4,af,4.421,11.9
sm,vacmem,4,5,af,5.847,14.8
sm,vacmem,5,1,dl,8.463,20.2
sm,vacmem,5,2,dl,7.95,16.9
sm,vacmem,5,3,dl,5.116,9.2
sm,vacmem,5,4,dl,6.951,5
sm,vacmem,5,5,dl,6.263,8.4
sm,vacmem,6,1,PA,6.856,10.4
sm,vacmem,6,2,PA,8.199,13
sm,vacmem,6,3,PA,5.622,8.9
sm,vacmem,6,4,PA,7.036,10.5
sm,vacmem,6,5,PA,7.144,11.7
sm,vacmem,7,1,PA,5.492,9.9
sm,vacmem,7,2,PA,8.864,14.3
sm,vacmem,7,3,PA,15.287,23.1
sm,vacmem,7,4,PA,5.439,10
sm,vacmem,7,5,PA,9.654,15.8
sm,vacmem,8,1,af,5.244,8
sm,vacmem,8,2,af,3.926,6.8
sm,vacmem,8,3,af,5.072,10.4
sm,vacmem,8,4,af,6.469,11.3
sm,vacmem,8,5,af,5.121,8.2
sm,vacmem,9,1,af,7.92,33.9
sm,vacmem,9,2,af,5.289,23.7
sm,vacmem,9,3,af,6.02,18.4
sm,vacmem,9,4,af,4.954,19.4
sm,vacmem,9,5,af,4.769,14.5
sm,vacmem,10,1,af,6.479,19.1
sm,vacmem,10,2,af,6.439,21
sm,vacmem,10,3,af,9.364,23.9
sm,vacmem,10,4,af,7.393,18.5
sm,vacmem,10,5,af,6.68,24.2
sm,vibedu,1,1,NA,27.457,80.1
sm,vibedu,1,2,NA,42.765,140.4
sm,vibedu,1,3,NA,42.701,121.7
sm,vibedu,1,4,NA,44.487,127
sm,vibedu,1,5,NA,49.131,170.7
sm,vibedu,5,1,PA,17.862,48.2
sm,vibedu,5,2,PA,19.94,54.2
sm,vibedu,5,3,PA,15.466,41.7
sm,vibedu,5,4,PA,17.789,56.3
sm,vibedu,5,5,PA,22.407,61.8
sm,vibedu,7,1,PA,45.178,231.1
sm,vibedu,7,2,PA,39.677,197.6
sm,vibedu,7,3,PA,50.14,256.9
sm,vibedu,7,4,PA,33.337,123.1
sm,vibedu,7,5,PA,53.667,253.3
sm,vibedu,8,1,PA,25.764,115.4
sm,vibedu,8,2,PA,23.541,103.7
sm,vibedu,8,3,PA,27.628,117.2
sm,vibedu,8,4,PA,46.475,222.3
sm,vibedu,8,5,PA,27.271,116.1
sm,vibedu,9,1,NA,69.89,206.7
sm,vibedu,9,2,NA,27.833,82.2
sm,vibedu,9,3,NA,68.507,196.1
sm,vibedu,9,4,NA,25.409,66.7
sm,vibedu,9,5,NA,53.559,161
sm,vibedu,10,1,PA,43.888,140.2
sm,vibedu,10,2,PA,21.585,65.1
sm,vibedu,10,3,PA,37.742,122.1
sm,vibedu,10,4,PA,55.394,171.2
sm,vibedu,10,5,PA,36.974,124
sm,vibedu,11,1,NA,33.258,87.5
sm,vibedu,11,2,NA,31.408,78.1
sm,vibedu,11,3,NA,24.621,63.2
sm,vibedu,11,4,NA,31.528,80.9
sm,vibedu,11,5,NA,28.852,77.5
sm,vibedu,12,1,ks,53.747,245.7
sm,vibedu,12,2,ks,74.476,269.4
sm,vibedu,12,3,ks,66.093,210.8
sm,vibedu,12,4,ks,68.504,282.9
sm,vibedu,12,5,ks,62.994,254.4
sm,vibedu,19,1,PA,30.225,110.2
sm,vibedu,19,2,PA,36.78,110.9
sm,vibedu,19,3,PA,62.7,264.3
sm,vibedu,19,4,PA,51.058,180.2
sm,vibedu,19,5,PA,57.01,218.4
sm,vibedu,20,1,PA,84.402,391.2
sm,vibedu,20,2,PA,70.933,285
sm,vibedu,20,3,PA,65.932,261.4
sm,vibedu,20,4,PA,102.866,425.8
sm,vibedu,20,5,PA,73.561,268.4
